,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Bahamas-2000,2000,25.29166603,12.92950058,Bahamas,3.421712834,LAC,LAC 2000,0,dev,BF
Bahamas-2001,2001,25.34166718,16.16599846,Bahamas,-3.454674419,LAC,LAC 2001,0,dev,BF
Bahamas-2002,2002,25.99583244,14.04500008,Bahamas,-0.710430062,LAC,LAC 2002,0,dev,BF
Bangladesh-1972,1972,25.54372025,15.47398472,Bangladesh,-17.47079597,SEAS,SEAS 1972,1,dev 1972,PBD
Bangladesh-1973,1973,25.49411964,23.74495697,Bangladesh,0.862337166,SEAS,SEAS 1973,1,dev 1973,PBD
Bangladesh-1974,1974,25.35664177,24.87615585,Bangladesh,6.772045241,SEAS,SEAS 1974,1,dev 1974,PBD
Bangladesh-1975,1975,25.54476166,18.79450035,Bangladesh,-6.533580359,SEAS,SEAS 1975,1,dev 1975,PBD
Bangladesh-1976,1976,25.57476997,20.10790634,Bangladesh,3.18191039,SEAS,SEAS 1976,1,dev 1976,PBD
Bangladesh-1977,1977,25.40089226,22.78506851,Bangladesh,0.339842233,SEAS,SEAS 1977,1,dev 1977,PBD
Bangladesh-1978,1978,25.28449059,20.2715416,Bangladesh,4.539728756,SEAS,SEAS 1978,1,dev 1978,PBD
Bangladesh-1979,1979,26.12755013,19.17372513,Bangladesh,2.36755786,SEAS,SEAS 1979,1,dev 1979,PBD
Bangladesh-1980,1980,25.70847321,17.72638512,Bangladesh,-1.551310391,SEAS,SEAS 1980,1,dev 1980,PBD
Bangladesh-1981,1981,25.27824593,20.42887688,Bangladesh,1.313632822,SEAS,SEAS 1981,1,dev 1981,PBD
Bangladesh-1982,1982,25.45318985,18.99396896,Bangladesh,-0.10574099,SEAS,SEAS 1982,1,dev 1982,PBD
Bangladesh-1983,1983,25.42722893,22.77531052,Bangladesh,1.47363667,SEAS,SEAS 1983,1,dev 1983,PBD
Bangladesh-1984,1984,25.40888405,28.30066681,Bangladesh,2.612145634,SEAS,SEAS 1984,1,dev 1984,PBD
Bangladesh-1985,1985,25.83261108,19.50884628,Bangladesh,0.780820632,SEAS,SEAS 1985,1,dev 1985,PBD
Bangladesh-1986,1986,25.71768761,20.87764168,Bangladesh,1.824896255,SEAS,SEAS 1986,1,dev 1986,PBD
Bangladesh-1987,1987,26.04361725,23.32072067,Bangladesh,1.374296555,SEAS,SEAS 1987,1,dev 1987,PBD
Bangladesh-1988,1988,26.06881905,26.11252975,Bangladesh,-0.126224775,SEAS,SEAS 1988,1,dev 1988,PBD
Bangladesh-1989,1989,25.55637932,19.6183033,Bangladesh,0.319026325,SEAS,SEAS 1989,1,dev 1989,PBD
Bangladesh-1990,1990,25.50365639,20.88241196,Bangladesh,3.499730098,SEAS,SEAS 1990,1,dev 1990,PBD
Bangladesh-1991,1991,25.44275093,18.27253342,Bangladesh,0.997419257,SEAS,SEAS 1991,1,dev 1991,PBD
Bangladesh-1992,1992,25.30298042,11.08794785,Bangladesh,2.625153771,SEAS,SEAS 1992,1,dev 1992,PBD
Bangladesh-1993,1993,25.14976692,17.33967209,Bangladesh,2.197491154,SEAS,SEAS 1993,1,dev 1993,PBD
Bangladesh-1994,1994,25.51486397,16.39961433,Bangladesh,1.768896219,SEAS,SEAS 1994,1,dev 1994,PBD
Bangladesh-1995,1995,25.53427696,20.21334839,Bangladesh,2.629792646,SEAS,SEAS 1995,1,dev 1995,PBD
Bangladesh-1996,1996,25.79649925,18.03007889,Bangladesh,2.401381379,SEAS,SEAS 1996,1,dev 1996,PBD
Bangladesh-1997,1997,25.50579453,18.10423851,Bangladesh,3.183800295,SEAS,SEAS 1997,1,dev 1997,PBD
Bangladesh-1998,1998,26.10895538,18.06488037,Bangladesh,3.074875684,SEAS,SEAS 1998,1,dev 1998,PBD
Bangladesh-1999,1999,26.23289871,17.97207642,Bangladesh,2.762539256,SEAS,SEAS 1999,1,dev 1999,PBD
Bangladesh-2000,2000,25.37675285,17.02186012,Bangladesh,3.801735536,SEAS,SEAS 2000,1,dev 2000,PBD
Bangladesh-2001,2001,25.44112968,21.19208336,Bangladesh,3.184303034,SEAS,SEAS 2001,1,dev 2001,PBD
Bangladesh-2002,2002,25.57851219,21.59904289,Bangladesh,2.386368387,SEAS,SEAS 2002,1,dev 2002,PBD
Bangladesh-2003,2003,25.61560249,16.714077,Bangladesh,3.211297051,SEAS,SEAS 2003,1,dev 2003,PBD
Belgium-1961,1961,10.44867134,8.884052277,Belgium,4.333631148,WEOFF,WEOFF 1961,0,dev,BE
Belgium-1962,1962,8.66901207,7.353279591,Belgium,4.50410541,WEOFF,WEOFF 1962,0,dev,BE
Belgium-1963,1963,8.427846909,6.722696781,Belgium,3.548195333,WEOFF,WEOFF 1963,0,dev,BE
Belgium-1964,1964,9.636034012,7.091085434,Belgium,5.811600859,WEOFF,WEOFF 1964,0,dev,BE
Belgium-1965,1965,9.11651516,9.798792839,Belgium,1.412505795,WEOFF,WEOFF 1965,0,dev,BE
Belgium-1966,1966,9.947213173,10.12860966,Belgium,2.474077617,WEOFF,WEOFF 1966,0,dev,BE
Belgium-1967,1967,10.15159798,6.80649662,Belgium,3.281176101,WEOFF,WEOFF 1967,0,dev,BE
Belgium-1968,1968,9.401148796,7.312315464,Belgium,3.763862111,WEOFF,WEOFF 1968,0,dev,BE
Belgium-1969,1969,9.683135986,7.296905518,Belgium,6.179740244,WEOFF,WEOFF 1969,0,dev,BE
Belgium-1970,1970,9.688528061,7.38344574,Belgium,5.89931944,WEOFF,WEOFF 1970,0,dev,BE
Belgium-1971,1971,9.931271553,5.876283646,Belgium,3.321810917,WEOFF,WEOFF 1971,0,dev,BE
Belgium-1972,1972,9.357131004,6.719265938,Belgium,4.7507206,WEOFF,WEOFF 1972,0,dev,BE
Belgium-1973,1973,9.839731216,6.139050484,Belgium,5.643991668,WEOFF,WEOFF 1973,0,dev,BE
Belgium-1974,1974,10.06809807,8.873737335,Belgium,3.806259018,WEOFF,WEOFF 1974,0,dev,BE
Belgium-1975,1975,10.01848221,6.879881859,Belgium,-1.611900492,WEOFF,WEOFF 1975,0,dev,BE
Belgium-1976,1976,10.44587612,4.891055584,Belgium,5.33555289,WEOFF,WEOFF 1976,0,dev,BE
Belgium-1977,1977,9.960684776,7.969041348,Belgium,0.512104682,WEOFF,WEOFF 1977,0,dev,BE
Belgium-1978,1978,9.289562225,7.050362587,Belgium,2.720875919,WEOFF,WEOFF 1978,0,dev,BE
Belgium-1979,1979,9.001105309,8.273103714,Belgium,2.242900561,WEOFF,WEOFF 1979,0,dev,BE
Belgium-1980,1980,9.371807098,8.19019413,Belgium,4.280438826,WEOFF,WEOFF 1980,0,dev,BE
Belgium-1981,1981,9.617053032,9.110858917,Belgium,-0.33045073,WEOFF,WEOFF 1981,0,dev,BE
Belgium-1982,1982,10.24086475,8.352751732,Belgium,0.552659165,WEOFF,WEOFF 1982,0,dev,BE
Belgium-1983,1983,10.26239967,8.188236237,Belgium,0.311347761,WEOFF,WEOFF 1983,0,dev,BE
Belgium-1984,1984,9.657737732,8.957638741,Belgium,2.466900961,WEOFF,WEOFF 1984,0,dev,BE
Belgium-1985,1985,8.737660408,7.470781326,Belgium,1.587559808,WEOFF,WEOFF 1985,0,dev,BE
Belgium-1986,1986,9.247256279,8.569655418,Belgium,1.765815486,WEOFF,WEOFF 1986,0,dev,BE
Belgium-1987,1987,9.13716507,8.495471954,Belgium,2.199341436,WEOFF,WEOFF 1987,0,dev,BE
Belgium-1988,1988,10.44136047,9.294902802,Belgium,4.291393489,WEOFF,WEOFF 1988,0,dev,BE
Belgium-1989,1989,10.96918106,6.362102985,Belgium,3.047423082,WEOFF,WEOFF 1989,0,dev,BE
Belgium-1990,1990,11.01052094,7.254445076,Belgium,2.793779081,WEOFF,WEOFF 1990,0,dev,BE
Belgium-1991,1991,9.746019363,7.832808018,Belgium,1.444963595,WEOFF,WEOFF 1991,0,dev,BE
Belgium-1992,1992,10.57095051,8.117152214,Belgium,1.115070312,WEOFF,WEOFF 1992,0,dev,BE
Belgium-1993,1993,10.10443592,7.900495529,Belgium,-1.358970052,WEOFF,WEOFF 1993,0,dev,BE
Belgium-1994,1994,11.1534996,8.887109756,Belgium,2.868029876,WEOFF,WEOFF 1994,0,dev,BE
Belgium-1995,1995,10.87094212,7.403157711,Belgium,2.147435195,WEOFF,WEOFF 1995,0,dev,BE
Belgium-1996,1996,9.048138618,5.9303298,Belgium,0.951079144,WEOFF,WEOFF 1996,0,dev,BE
Belgium-1997,1997,10.66789532,6.550626755,Belgium,3.047702656,WEOFF,WEOFF 1997,0,dev,BE
Belgium-1998,1998,10.43788052,8.965393066,Belgium,1.684958469,WEOFF,WEOFF 1998,0,dev,BE
Belgium-1999,1999,11.05740547,8.371266365,Belgium,2.806447345,WEOFF,WEOFF 1999,0,dev,BE
Belgium-2000,2000,11.07954788,9.41520977,Belgium,3.537668301,WEOFF,WEOFF 2000,0,dev,BE
Belgium-2001,2001,10.65120029,9.867369652,Belgium,0.701753832,WEOFF,WEOFF 2001,0,dev,BE
Belgium-2002,2002,11.08857632,9.314364433,Belgium,1.045408627,WEOFF,WEOFF 2002,0,dev,BE
Belgium-2003,2003,10.86566734,6.422947407,Belgium,0.494427699,WEOFF,WEOFF 2003,0,dev,BE
Belize-1961,1961,25.54660988,30.46244049,Belize,1.326333114,LAC,LAC 1961,0,dev,BH
Belize-1962,1962,25.03997231,24.77810097,Belize,1.203075073,LAC,LAC 1962,0,dev,BH
Belize-1963,1963,25.05310822,21.81333923,Belize,1.294465749,LAC,LAC 1963,0,dev,BH
Belize-1964,1964,25.4539547,24.33044052,Belize,1.572453711,LAC,LAC 1964,0,dev,BH
Belize-1965,1965,25.23064995,21.35088158,Belize,1.854116437,LAC,LAC 1965,0,dev,BH
Belize-1966,1966,24.95649719,25.28845787,Belize,1.99759383,LAC,LAC 1966,0,dev,BH
Belize-1967,1967,25.20451927,19.69672775,Belize,2.394378519,LAC,LAC 1967,0,dev,BH
Belize-1968,1968,25.01172256,22.38352394,Belize,4.966208729,LAC,LAC 1968,0,dev,BH
Belize-1969,1969,25.67189217,26.6104908,Belize,3.091251642,LAC,LAC 1969,0,dev,BH
Belize-1970,1970,25.24406815,23.6419487,Belize,3.034367726,LAC,LAC 1970,0,dev,BH
Belize-1971,1971,25.70324898,20.54694939,Belize,2.435681544,LAC,LAC 1971,0,dev,BH
Belize-1972,1972,25.93432236,26.54120445,Belize,8.510101759,LAC,LAC 1972,0,dev,BH
Belize-1973,1973,25.94251442,22.16323853,Belize,4.038567911,LAC,LAC 1973,0,dev,BH
Belize-1974,1974,25.38545227,22.61364365,Belize,11.32210044,LAC,LAC 1974,0,dev,BH
Belize-1975,1975,25.59406853,18.29030418,Belize,1.763766533,LAC,LAC 1975,0,dev,BH
Belize-1976,1976,25.00028229,22.51908493,Belize,-2.140236651,LAC,LAC 1976,0,dev,BH
Belize-1977,1977,25.24858665,24.77905083,Belize,3.840209564,LAC,LAC 1977,0,dev,BH
Belize-1978,1978,25.43135643,27.59693336,Belize,4.940565975,LAC,LAC 1978,0,dev,BH
Belize-1979,1979,25.53347397,30.72962761,Belize,4.520969702,LAC,LAC 1979,0,dev,BH
Belize-1980,1980,26,24.5989151,Belize,11.45706443,LAC,LAC 1980,0,dev,BH
Belize-1981,1981,24.83714676,24.56118774,Belize,-1.349023838,LAC,LAC 1981,0,dev,BH
Belize-1982,1982,25.32104492,23.75476265,Belize,-2.888279883,LAC,LAC 1982,0,dev,BH
Belize-1983,1983,25.66172409,21.2885437,Belize,-4.147385211,LAC,LAC 1983,0,dev,BH
Belize-1984,1984,24.82556534,24.82618713,Belize,-1.194086542,LAC,LAC 1984,0,dev,BH
Belize-1985,1985,24.96158218,23.289814,Belize,-1.509211596,LAC,LAC 1985,0,dev,BH
Belize-1986,1986,25.58079147,24.92082977,Belize,1.977040355,LAC,LAC 1986,0,dev,BH
Belize-1987,1987,25.02259827,22.58296776,Belize,7.852260408,LAC,LAC 1987,0,dev,BH
Belize-1988,1988,25.39788055,27.27952576,Belize,6.243812788,LAC,LAC 1988,0,dev,BH
Belize-1989,1989,25.55282402,23.14193344,Belize,10.42878759,LAC,LAC 1989,0,dev,BH
Belize-1990,1990,26.08036804,25.60415268,Belize,6.983967551,LAC,LAC 1990,0,dev,BH
Belize-1991,1991,26.07754326,22.0807972,Belize,8.407432523,LAC,LAC 1991,0,dev,BH
Belize-1992,1992,26.2778244,23.55947304,Belize,8.712700072,LAC,LAC 1992,0,dev,BH
Belize-1993,1993,26.22500038,26.40906715,Belize,3.032114976,LAC,LAC 1993,0,dev,BH
Belize-1994,1994,26.16313553,22.46410179,Belize,-2.58752158,LAC,LAC 1994,0,dev,BH
Belize-1995,1995,26.35282516,24.37345886,Belize,-2.25283101,LAC,LAC 1995,0,dev,BH
Belize-1996,1996,25.82048035,24.50566101,Belize,-0.788128145,LAC,LAC 1996,0,dev,BH
Belize-1997,1997,25.78545189,17.1626606,Belize,-0.018321172,LAC,LAC 1997,0,dev,BH
Belize-1998,1998,25.78884125,22.94701767,Belize,0.014808673,LAC,LAC 1998,0,dev,BH
Belize-1999,1999,24.92613029,22.53230476,Belize,6.189564237,LAC,LAC 1999,0,dev,BH
Belize-2000,2000,24.94858742,24.94003487,Belize,8.847114264,LAC,LAC 2000,0,dev,BH
Belize-2001,2001,25.44124222,20.3861866,Belize,1.858955253,LAC,LAC 2001,0,dev,BH
Belize-2002,2002,25.86822128,19.67723656,Belize,1.937480539,LAC,LAC 2002,0,dev,BH
Belize-2003,2003,25.7426548,20.33449173,Belize,5.772264668,LAC,LAC 2003,0,dev,BH
Benin-1961,1961,26.94931602,10.54720306,Benin,1.372786563,SSAF,SSAF 1961,1,dev 1961,BN
Benin-1962,1962,26.92736244,14.81797314,Benin,-5.208937574,SSAF,SSAF 1962,1,dev 1962,BN
Benin-1963,1963,27.29611206,16.22324181,Benin,2.867028186,SSAF,SSAF 1963,1,dev 1963,BN
Benin-1964,1964,26.91347122,10.31159973,Benin,4.612006708,SSAF,SSAF 1964,1,dev 1964,BN
Benin-1965,1965,26.96086121,11.77626324,Benin,3.231800463,SSAF,SSAF 1965,1,dev 1965,BN
Benin-1966,1966,27.24068069,11.27707005,Benin,1.480676258,SSAF,SSAF 1966,1,dev 1966,BN
Benin-1967,1967,26.90947151,10.96621895,Benin,-1.056418636,SSAF,SSAF 1967,1,dev 1967,BN
Benin-1968,1968,27.12534714,15.63215542,Benin,1.5543393,SSAF,SSAF 1968,1,dev 1968,BN
Benin-1969,1969,27.47555733,10.61562634,Benin,0.547951082,SSAF,SSAF 1969,1,dev 1969,BN
Benin-1970,1970,27.40415955,11.34160995,Benin,-0.276172954,SSAF,SSAF 1970,1,dev 1970,BN
Benin-1971,1971,26.52759361,9.386478424,Benin,-3.927170015,SSAF,SSAF 1971,1,dev 1971,BN
Benin-1972,1972,26.81015587,10.12440205,Benin,3.738392955,SSAF,SSAF 1972,1,dev 1972,BN
Benin-1973,1973,27.23621941,9.957747459,Benin,1.084791351,SSAF,SSAF 1973,1,dev 1973,BN
Benin-1974,1974,26.48498344,10.89379215,Benin,0.673664203,SSAF,SSAF 1974,1,dev 1974,BN
Benin-1975,1975,26.30842018,11.13664436,Benin,-7.684371051,SSAF,SSAF 1975,1,dev 1975,BN
Benin-1976,1976,26.36815453,8.809813499,Benin,-1.826715598,SSAF,SSAF 1976,1,dev 1976,BN
Benin-1977,1977,27.05273438,7.793496132,Benin,2.107329245,SSAF,SSAF 1977,1,dev 1977,BN
Benin-1978,1978,26.6572113,11.7790699,Benin,-1.592804873,SSAF,SSAF 1978,1,dev 1978,BN
Benin-1979,1979,26.97882652,13.22242069,Benin,3.364130458,SSAF,SSAF 1979,1,dev 1979,BN
Benin-1980,1980,26.91373062,11.14988327,Benin,3.447481681,SSAF,SSAF 1980,1,dev 1980,BN
Benin-1981,1981,26.96250534,10.1548748,Benin,6.218027318,SSAF,SSAF 1981,1,dev 1981,BN
Benin-1982,1982,26.64293671,8.923334122,Benin,-1.186953843,SSAF,SSAF 1982,1,dev 1982,BN
Benin-1983,1983,27.0632782,7.518014431,Benin,-7.901876936,SSAF,SSAF 1983,1,dev 1983,BN
Benin-1984,1984,26.93317223,10.19032574,Benin,4.19547765,SSAF,SSAF 1984,1,dev 1984,BN
Benin-1985,1985,26.82759857,10.65150833,Benin,3.892766862,SSAF,SSAF 1985,1,dev 1985,BN
Benin-1986,1986,26.67306137,9.158110619,Benin,-1.122900379,SSAF,SSAF 1986,1,dev 1986,BN
Benin-1987,1987,27.53089142,11.50737762,Benin,-4.713440234,SSAF,SSAF 1987,1,dev 1987,BN
Benin-1988,1988,27.0408783,13.14702606,Benin,0.14137946,SSAF,SSAF 1988,1,dev 1988,BN
Benin-1989,1989,26.6837368,12.26590824,Benin,-6.201097158,SSAF,SSAF 1989,1,dev 1989,BN
Benin-1990,1990,27.15373611,10.32342815,Benin,-0.28888541,SSAF,SSAF 1990,1,dev 1990,BN
Benin-1991,1991,26.92482185,12.03927517,Benin,0.998399125,SSAF,SSAF 1991,1,dev 1991,BN
Benin-1992,1992,26.82739067,8.964314461,Benin,0.207569762,SSAF,SSAF 1992,1,dev 1992,BN
Benin-1993,1993,26.9958477,9.929069519,Benin,-0.262163329,SSAF,SSAF 1993,1,dev 1993,BN
Benin-1994,1994,26.94392204,10.34157848,Benin,0.694959435,SSAF,SSAF 1994,1,dev 1994,BN
Benin-1995,1995,27.13286781,12.15370178,Benin,1.128658746,SSAF,SSAF 1995,1,dev 1995,BN
Benin-1996,1996,27.17924309,10.77880859,Benin,2.258472883,SSAF,SSAF 1996,1,dev 1996,BN
Benin-1997,1997,27.03864479,11.28511333,Benin,3.003469743,SSAF,SSAF 1997,1,dev 1997,BN
Benin-1998,1998,27.71466255,10.28699207,Benin,1.563485479,SSAF,SSAF 1998,1,dev 1998,BN
Benin-1999,1999,27.17304993,12.71399117,Benin,1.682102491,SSAF,SSAF 1999,1,dev 1999,BN
Benin-2000,2000,27.29103661,9.556354523,Benin,2.626464158,SSAF,SSAF 2000,1,dev 2000,BN
Benin-2001,2001,27.44768333,8.250160217,Benin,1.753291078,SSAF,SSAF 2001,1,dev 2001,BN
Benin-2002,2002,27.45692253,11.28252029,Benin,1.201175071,SSAF,SSAF 2002,1,dev 2002,BN
Benin-2003,2003,27.64772034,12.45313358,Benin,0.592780487,SSAF,SSAF 2003,1,dev 2003,BN
Bhutan-1981,1981,11.31594276,21.43784332,Bhutan,11.66100783,SEAS,SEAS 1981,1,dev 1981,BT
Bhutan-1982,1982,11.33714676,22.76341057,Bhutan,0.607729803,SEAS,SEAS 1982,1,dev 1982,BT
Bhutan-1983,1983,10.89258003,23.8368988,Bhutan,8.090704602,SEAS,SEAS 1983,1,dev 1983,BT
Bhutan-1984,1984,11.44698143,27.8242569,Bhutan,-0.229197995,SEAS,SEAS 1984,1,dev 1984,BT
Bhutan-1985,1985,11.60758305,25.83165169,Bhutan,2.445883207,SEAS,SEAS 1985,1,dev 1985,BT
Bhutan-1986,1986,11.24288559,20.02194023,Bhutan,9.559340142,SEAS,SEAS 1986,1,dev 1986,BT
Bhutan-1987,1987,11.35187626,26.06958771,Bhutan,20.37279829,SEAS,SEAS 1987,1,dev 1987,BT
Bhutan-1988,1988,11.88438892,29.81145096,Bhutan,1.233003539,SEAS,SEAS 1988,1,dev 1988,BT
Bhutan-1989,1989,11.32206821,24.06193352,Bhutan,5.099541221,SEAS,SEAS 1989,1,dev 1989,BT
Bhutan-1990,1990,11.53593922,26.53345108,Bhutan,0.222485221,SEAS,SEAS 1990,1,dev 1990,BT
Bhutan-1991,1991,11.22848701,24.40570068,Bhutan,1.451527415,SEAS,SEAS 1991,1,dev 1991,BT
Bhutan-1992,1992,11.03499222,22.39820862,Bhutan,4.255327046,SEAS,SEAS 1992,1,dev 1992,BT
Bhutan-1993,1993,11.46023178,24.55462646,Bhutan,2.907713867,SEAS,SEAS 1993,1,dev 1993,BT
Bhutan-1994,1994,11.3639307,22.78117561,Bhutan,4.622014047,SEAS,SEAS 1994,1,dev 1994,BT
Bhutan-1995,1995,11.11398506,24.61273956,Bhutan,6.127666183,SEAS,SEAS 1995,1,dev 1995,BT
Bhutan-1996,1996,11.10692978,22.91357422,Bhutan,5.974463003,SEAS,SEAS 1996,1,dev 1996,BT
Bhutan-1997,1997,10.76636219,21.89753914,Bhutan,4.875611292,SEAS,SEAS 1997,1,dev 1997,BT
Bhutan-1998,1998,12.04592609,22.25333595,Bhutan,4.921106798,SEAS,SEAS 1998,1,dev 1998,BT
Bhutan-1999,1999,12.14147091,21.1989193,Bhutan,6.8807588,SEAS,SEAS 1999,1,dev 1999,BT
Bhutan-2000,2000,11.33915329,23.78402901,Bhutan,4.680428712,SEAS,SEAS 2000,1,dev 2000,BT
Bhutan-2001,2001,11.80183887,24.06890297,Bhutan,6.39349217,SEAS,SEAS 2001,1,dev 2001,BT
Bhutan-2002,2002,11.50412846,23.81607437,Bhutan,7.887827864,SEAS,SEAS 2002,1,dev 2002,BT
Bhutan-2003,2003,11.49492455,23.65664291,Bhutan,6.567803259,SEAS,SEAS 2003,1,dev 2003,BT
Bolivia-1961,1961,19.02482796,10.38403702,Bolivia,-0.15219082,LAC,LAC 1961,1,dev 1961,BL
Bolivia-1962,1962,18.75068665,8.936374664,Bolivia,3.201010818,LAC,LAC 1962,1,dev 1962,BL
Bolivia-1963,1963,19.06624222,9.936451912,Bolivia,3.991102739,LAC,LAC 1963,1,dev 1963,BL
Bolivia-1964,1964,18.65077782,10.47738743,Bolivia,2.434231713,LAC,LAC 1964,1,dev 1964,BL
Bolivia-1965,1965,19.0529213,10.62957764,Bolivia,3.20305766,LAC,LAC 1965,1,dev 1965,BL
Bolivia-1966,1966,19.14038467,9.621862411,Bolivia,4.007922229,LAC,LAC 1966,1,dev 1966,BL
Bolivia-1967,1967,19.36370087,9.462340355,Bolivia,4.377116043,LAC,LAC 1967,1,dev 1967,BL
Bolivia-1968,1968,19.0229454,10.01386738,Bolivia,-15.30204399,LAC,LAC 1968,1,dev 1968,BL
Bolivia-1969,1969,19.71506119,9.109858513,Bolivia,0.691908237,LAC,LAC 1969,1,dev 1969,BL
Bolivia-1970,1970,19.52205467,9.703361511,Bolivia,-2.8869161,LAC,LAC 1970,1,dev 1970,BL
Bolivia-1971,1971,18.64195251,10.11772633,Bolivia,2.516802994,LAC,LAC 1971,1,dev 1971,BL
Bolivia-1972,1972,19.12950706,11.35244083,Bolivia,5.220372178,LAC,LAC 1972,1,dev 1972,BL
Bolivia-1973,1973,19.12923431,11.92173767,Bolivia,3.123827886,LAC,LAC 1973,1,dev 1973,BL
Bolivia-1974,1974,18.38310814,11.72133064,Bolivia,0.443954009,LAC,LAC 1974,1,dev 1974,BL
Bolivia-1975,1975,18.60460281,11.85255146,Bolivia,4.617815463,LAC,LAC 1975,1,dev 1975,BL
Bolivia-1976,1976,18.33629036,10.86383724,Bolivia,2.086740109,LAC,LAC 1976,1,dev 1976,BL
Bolivia-1977,1977,18.68081284,12.90253735,Bolivia,2.442861015,LAC,LAC 1977,1,dev 1977,BL
Bolivia-1978,1978,18.72794151,11.40988445,Bolivia,-0.345108326,LAC,LAC 1978,1,dev 1978,BL
Bolivia-1979,1979,18.44057274,11.32573223,Bolivia,-2.193550811,LAC,LAC 1979,1,dev 1979,BL
Bolivia-1980,1980,18.54860878,10.74011898,Bolivia,-3.648560664,LAC,LAC 1980,1,dev 1980,BL
Bolivia-1981,1981,18.38575172,13.6603384,Bolivia,-1.928974871,LAC,LAC 1981,1,dev 1981,BL
Bolivia-1982,1982,18.66453552,13.54356384,Bolivia,-6.171401635,LAC,LAC 1982,1,dev 1982,BL
Bolivia-1983,1983,19.26696968,11.33845997,Bolivia,-6.252458777,LAC,LAC 1983,1,dev 1983,BL
Bolivia-1984,1984,18.84493446,13.88684559,Bolivia,-2.332037944,LAC,LAC 1984,1,dev 1984,BL
Bolivia-1985,1985,19.06886673,10.70940876,Bolivia,-3.848105372,LAC,LAC 1985,1,dev 1985,BL
Bolivia-1986,1986,19.08500862,11.43197823,Bolivia,-4.792823357,LAC,LAC 1986,1,dev 1986,BL
Bolivia-1987,1987,19.68543243,10.63855076,Bolivia,0.226623088,LAC,LAC 1987,1,dev 1987,BL
Bolivia-1988,1988,19.20594406,10.72782421,Bolivia,0.63623806,LAC,LAC 1988,1,dev 1988,BL
Bolivia-1989,1989,18.53550529,9.58950901,Bolivia,1.461891196,LAC,LAC 1989,1,dev 1989,BL
Bolivia-1990,1990,18.26568604,11.25494862,Bolivia,2.248686076,LAC,LAC 1990,1,dev 1990,BL
Bolivia-1991,1991,18.60321236,10.18690014,Bolivia,2.823452575,LAC,LAC 1991,1,dev 1991,BL
Bolivia-1992,1992,18.00539017,11.53461361,Bolivia,-0.694423759,LAC,LAC 1992,1,dev 1992,BL
Bolivia-1993,1993,18.21712685,10.1364851,Bolivia,1.856338576,LAC,LAC 1993,1,dev 1993,BL
Bolivia-1994,1994,18.87036896,9.426166534,Bolivia,2.266893636,LAC,LAC 1994,1,dev 1994,BL
Bolivia-1995,1995,18.87254715,8.656464577,Bolivia,2.324580454,LAC,LAC 1995,1,dev 1995,BL
Bolivia-1996,1996,18.28340912,10.01981163,Bolivia,2.075393157,LAC,LAC 1996,1,dev 1996,BL
Bolivia-1997,1997,18.81381798,9.727500916,Bolivia,2.690984237,LAC,LAC 1997,1,dev 1997,BL
Bolivia-1998,1998,19.02819824,7.37348938,Bolivia,2.80250571,LAC,LAC 1998,1,dev 1998,BL
Bolivia-1999,1999,18.26203918,8.725861549,Bolivia,-1.651962669,LAC,LAC 1999,1,dev 1999,BL
Bolivia-2000,2000,18.26073647,9.815994263,Bolivia,0.417205692,LAC,LAC 2000,1,dev 2000,BL
Bolivia-2001,2001,18.54018211,10.40645504,Bolivia,-0.372469724,LAC,LAC 2001,1,dev 2001,BL
Bolivia-2002,2002,19.01421547,10.20606041,Bolivia,0.436462866,LAC,LAC 2002,1,dev 2002,BL
Bolivia-2003,2003,18.76976395,10.65784836,Bolivia,0.911015258,LAC,LAC 2003,1,dev 2003,BL
Botswana-1961,1961,20.2186985,5.027782917,Botswana,3.728778744,SSAF,SSAF 1961,1,dev 1961,BC
Botswana-1962,1962,20.47935867,4.046860218,Botswana,3.938971006,SSAF,SSAF 1962,1,dev 1962,BC
Botswana-1963,1963,19.92351341,4.151185513,Botswana,3.161448961,SSAF,SSAF 1963,1,dev 1963,BC
Botswana-1964,1964,20.41213226,3.053379774,Botswana,3.968335117,SSAF,SSAF 1964,1,dev 1964,BC
Botswana-1965,1965,20.56252861,2.244856834,Botswana,2.976506305,SSAF,SSAF 1965,1,dev 1965,BC
Botswana-1966,1966,20.71983147,4.684752464,Botswana,3.446770728,SSAF,SSAF 1966,1,dev 1966,BC
Botswana-1967,1967,19.74253464,6.977880001,Botswana,3.007379431,SSAF,SSAF 1967,1,dev 1967,BC
Botswana-1968,1968,20.03433418,4.711406231,Botswana,7.226647099,SSAF,SSAF 1968,1,dev 1968,BC
Botswana-1969,1969,20.55490303,4.786577702,Botswana,11.16206014,SSAF,SSAF 1969,1,dev 1969,BC
Botswana-1970,1970,20.99252129,3.362704992,Botswana,12.76217012,SSAF,SSAF 1970,1,dev 1970,BC
Botswana-1971,1971,19.98408508,4.901854992,Botswana,19.81110398,SSAF,SSAF 1971,1,dev 1971,BC
Botswana-1972,1972,20.08499718,4.849701405,Botswana,20.14291231,SSAF,SSAF 1972,1,dev 1972,BC
Botswana-1973,1973,20.29717255,5.066632748,Botswana,15.98329811,SSAF,SSAF 1973,1,dev 1973,BC
Botswana-1974,1974,19.47224617,6.52076149,Botswana,5.057612265,SSAF,SSAF 1974,1,dev 1974,BC
