,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Mali-1999,1999,28.07538033,7.927298546,Mali,3.725099668,SSAF,SSAF 1999,1,dev 1999,ML
Mali-2000,2000,28.42581177,6.549722195,Mali,0.288328371,SSAF,SSAF 2000,1,dev 2000,ML
Mali-2001,2001,28.68021774,6.75359726,Mali,8.487686598,SSAF,SSAF 2001,1,dev 2001,ML
Mali-2002,2002,28.9654274,5.594992161,Mali,1.078658193,SSAF,SSAF 2002,1,dev 2002,ML
Mali-2003,2003,28.89413261,8.205675125,Mali,4.162544186,SSAF,SSAF 2003,1,dev 2003,ML
Mauritania-1961,1961,28.39474297,3.078279734,Mauritania,12.20748185,SSAF,SSAF 1961,1,dev 1961,MR
Mauritania-1962,1962,28.21302986,3.296410561,Mauritania,-1.525633343,SSAF,SSAF 1962,1,dev 1962,MR
Mauritania-1963,1963,28.27018929,3.159329414,Mauritania,-4.273968735,SSAF,SSAF 1963,1,dev 1963,MR
Mauritania-1964,1964,27.99064064,3.639618874,Mauritania,22.15124224,SSAF,SSAF 1964,1,dev 1964,MR
Mauritania-1965,1965,27.5658226,3.740027905,Mauritania,12.64557108,SSAF,SSAF 1965,1,dev 1965,MR
Mauritania-1966,1966,28.38214302,3.593468189,Mauritania,-2.106125839,SSAF,SSAF 1966,1,dev 1966,MR
Mauritania-1967,1967,27.63369751,3.68716073,Mauritania,1.15096475,SSAF,SSAF 1967,1,dev 1967,MR
Mauritania-1968,1968,28.07025528,2.356448412,Mauritania,7.342085155,SSAF,SSAF 1968,1,dev 1968,MR
Mauritania-1969,1969,28.94651031,4.078305244,Mauritania,-1.135349595,SSAF,SSAF 1969,1,dev 1969,MR
Mauritania-1970,1970,28.91177177,2.78167057,Mauritania,8.938122487,SSAF,SSAF 1970,1,dev 1970,MR
Mauritania-1971,1971,27.9661541,2.40751195,Mauritania,-0.558447781,SSAF,SSAF 1971,1,dev 1971,MR
Mauritania-1972,1972,28.37984467,1.83609128,Mauritania,-3.122941508,SSAF,SSAF 1972,1,dev 1972,MR
Mauritania-1973,1973,28.51645088,2.030601263,Mauritania,-7.088444134,SSAF,SSAF 1973,1,dev 1973,MR
Mauritania-1974,1974,27.62190819,2.972404957,Mauritania,9.068290618,SSAF,SSAF 1974,1,dev 1974,MR
Mauritania-1975,1975,27.79155159,3.33142662,Mauritania,-7.698260534,SSAF,SSAF 1975,1,dev 1975,MR
Mauritania-1976,1976,27.6505127,2.759466171,Mauritania,5.756328158,SSAF,SSAF 1976,1,dev 1976,MR
Mauritania-1977,1977,28.91127586,1.674470186,Mauritania,-4.351423743,SSAF,SSAF 1977,1,dev 1977,MR
Mauritania-1978,1978,28.45955658,3.023142815,Mauritania,-2.964360449,SSAF,SSAF 1978,1,dev 1978,MR
Mauritania-1979,1979,28.91264915,2.36995244,Mauritania,2.226851829,SSAF,SSAF 1979,1,dev 1979,MR
Mauritania-1980,1980,28.74980164,2.095995903,Mauritania,0.876798177,SSAF,SSAF 1980,1,dev 1980,MR
Mauritania-1981,1981,28.65001678,2.660708427,Mauritania,0.96261478,SSAF,SSAF 1981,1,dev 1981,MR
Mauritania-1982,1982,28.11205292,2.119753838,Mauritania,-4.788113737,SSAF,SSAF 1982,1,dev 1982,MR
Mauritania-1983,1983,29.4192791,1.588015795,Mauritania,1.268812879,SSAF,SSAF 1983,1,dev 1983,MR
Mauritania-1984,1984,28.48999596,1.628259897,Mauritania,-5.641323274,SSAF,SSAF 1984,1,dev 1984,MR
Mauritania-1985,1985,28.37384224,2.284541607,Mauritania,0.633316966,SSAF,SSAF 1985,1,dev 1985,MR
Mauritania-1986,1986,27.92002296,2.368853092,Mauritania,3.282324276,SSAF,SSAF 1986,1,dev 1986,MR
Mauritania-1987,1987,29.446064,2.199686527,Mauritania,-0.362393014,SSAF,SSAF 1987,1,dev 1987,MR
Mauritania-1988,1988,28.47162628,2.929547548,Mauritania,-0.53559244,SSAF,SSAF 1988,1,dev 1988,MR
Mauritania-1989,1989,28.69408035,2.945648909,Mauritania,2.397498801,SSAF,SSAF 1989,1,dev 1989,MR
Mauritania-1990,1990,29.11851883,2.170392752,Mauritania,-4.107461726,SSAF,SSAF 1990,1,dev 1990,MR
Mauritania-1991,1991,28.52323151,2.09406352,Mauritania,-0.604363541,SSAF,SSAF 1991,1,dev 1991,MR
Mauritania-1992,1992,28.61083031,1.863986135,Mauritania,-0.574646396,SSAF,SSAF 1992,1,dev 1992,MR
Mauritania-1993,1993,28.89793396,2.637549639,Mauritania,3.216480249,SSAF,SSAF 1993,1,dev 1993,MR
Mauritania-1994,1994,28.23940086,3.346404552,Mauritania,-5.662608761,SSAF,SSAF 1994,1,dev 1994,MR
Mauritania-1995,1995,28.67905045,3.09358716,Mauritania,6.748840546,SSAF,SSAF 1995,1,dev 1995,MR
Mauritania-1996,1996,29.18864059,2.41394043,Mauritania,2.979329392,SSAF,SSAF 1996,1,dev 1996,MR
Mauritania-1997,1997,29.26418686,3.087670565,Mauritania,-6.859882805,SSAF,SSAF 1997,1,dev 1997,MR
Mauritania-1998,1998,29.58305168,2.687279701,Mauritania,-0.048993455,SSAF,SSAF 1998,1,dev 1998,MR
Mauritania-1999,1999,28.49489021,3.683432579,Mauritania,3.606516101,SSAF,SSAF 1999,1,dev 1999,MR
Mauritania-2000,2000,29.00990486,3.104416609,Mauritania,-1.076332633,SSAF,SSAF 2000,1,dev 2000,MR
Mauritania-2001,2001,29.2879467,2.362101316,Mauritania,-0.1136908,SSAF,SSAF 2001,1,dev 2001,MR
Mauritania-2002,2002,29.09136963,2.699813366,Mauritania,-1.911972215,SSAF,SSAF 2002,1,dev 2002,MR
Mauritania-2003,2003,29.33726883,3.914337158,Mauritania,2.434130497,SSAF,SSAF 2003,1,dev 2003,MR
Mauritius-1981,1981,24.26666641,23.08699989,Mauritius,3.212465697,SSAF,SSAF 1981,0,dev,MP
Mauritius-1982,1982,24.17499924,27.31099892,Mauritius,4.353897984,SSAF,SSAF 1982,0,dev,MP
Mauritius-1983,1983,24.18333244,6.96600008,Mauritius,1.888746793,SSAF,SSAF 1983,0,dev,MP
Mauritius-1984,1984,23.88333321,13.36100006,Mauritius,1.670581891,SSAF,SSAF 1984,0,dev,MP
Mauritius-1985,1985,23.93333244,17.51000023,Mauritius,4.994790998,SSAF,SSAF 1985,0,dev,MP
Mauritius-1986,1986,23.96666718,11.77600002,Mauritius,7.167334078,SSAF,SSAF 1986,0,dev,MP
Mauritius-1987,1987,24.625,20.53900146,Mauritius,8.122308657,SSAF,SSAF 1987,0,dev,MP
Mauritius-1988,1988,24.50833321,15.25500011,Mauritius,6.769559918,SSAF,SSAF 1988,0,dev,MP
Mauritius-1989,1989,23.96666718,18.15600014,Mauritius,4.702237818,SSAF,SSAF 1989,0,dev,MP
Mauritius-1990,1990,24,10.53800011,Mauritius,4.895278483,SSAF,SSAF 1990,0,dev,MP
Mauritius-1991,1991,24.39999962,11.85400009,Mauritius,4.713032241,SSAF,SSAF 1991,0,dev,MP
Mauritius-1992,1992,23.65833282,14.06999969,Mauritius,3.891677503,SSAF,SSAF 1992,0,dev,MP
Mauritius-1993,1993,23.76666641,18.63899994,Mauritius,4.278569927,SSAF,SSAF 1993,0,dev,MP
Mauritius-1994,1994,24.01666641,12.37400055,Mauritius,2.967761611,SSAF,SSAF 1994,0,dev,MP
Mauritius-1995,1995,23.90833282,19.56299973,Mauritius,3.133323909,SSAF,SSAF 1995,0,dev,MP
Mauritius-1996,1996,23.69166756,12.60000038,Mauritius,4.034356534,SSAF,SSAF 1996,0,dev,MP
Mauritius-1997,1997,24.02499962,18.05900002,Mauritius,4.43802521,SSAF,SSAF 1997,0,dev,MP
Mauritius-1998,1998,24.35833359,19.75499916,Mauritius,4.775471647,SSAF,SSAF 1998,0,dev,MP
Mauritius-1999,1999,24.20000076,11.17999935,Mauritius,4.392551246,SSAF,SSAF 1999,0,dev,MP
Mauritius-2000,2000,23.89166641,16.32099915,Mauritius,2.964659273,SSAF,SSAF 2000,0,dev,MP
Mauritius-2001,2001,24.33333397,13.73099995,Mauritius,4.318042725,SSAF,SSAF 2001,0,dev,MP
Mauritius-2002,2002,24.29999924,15.93400097,Mauritius,1.818295581,SSAF,SSAF 2002,0,dev,MP
Mauritius-2003,2003,24.42499924,14.82400036,Mauritius,2.104927612,SSAF,SSAF 2003,0,dev,MP
Mexico-1961,1961,18.59342575,8.851926804,Mexico,1.781366047,LAC,LAC 1961,0,dev,MX
Mexico-1962,1962,18.82447433,8.289948463,Mexico,1.476689665,LAC,LAC 1962,0,dev,MX
Mexico-1963,1963,18.57753563,8.906064987,Mexico,4.705842974,LAC,LAC 1963,0,dev,MX
Mexico-1964,1964,18.60804176,8.619466782,Mexico,8.133798746,LAC,LAC 1964,0,dev,MX
Mexico-1965,1965,18.46628761,9.343381882,Mexico,3.211739024,LAC,LAC 1965,0,dev,MX
Mexico-1966,1966,18.0545845,9.511137009,Mexico,2.749061476,LAC,LAC 1966,0,dev,MX
Mexico-1967,1967,18.36200905,10.01616192,Mexico,2.512373654,LAC,LAC 1967,0,dev,MX
Mexico-1968,1968,18.12987328,9.623966217,Mexico,5.819677153,LAC,LAC 1968,0,dev,MX
Mexico-1969,1969,18.67962074,9.247035027,Mexico,0.167150594,LAC,LAC 1969,0,dev,MX
Mexico-1970,1970,18.30371475,8.878978729,Mexico,3.102211915,LAC,LAC 1970,0,dev,MX
Mexico-1971,1971,18.48948479,9.265545845,Mexico,0.502767202,LAC,LAC 1971,0,dev,MX
Mexico-1972,1972,18.67520714,9.098452568,Mexico,4.730108689,LAC,LAC 1972,0,dev,MX
Mexico-1973,1973,18.61400414,10.39382267,Mexico,4.430181396,LAC,LAC 1973,0,dev,MX
Mexico-1974,1974,18.44326782,10.58242512,Mexico,2.553803032,LAC,LAC 1974,0,dev,MX
Mexico-1975,1975,18.36899757,10.69526863,Mexico,2.619249189,LAC,LAC 1975,0,dev,MX
Mexico-1976,1976,18.06960297,13.08117104,Mexico,1.449396919,LAC,LAC 1976,0,dev,MX
Mexico-1977,1977,18.51673126,10.35873127,Mexico,0.552591918,LAC,LAC 1977,0,dev,MX
Mexico-1978,1978,18.67850494,11.94889736,Mexico,5.894015673,LAC,LAC 1978,0,dev,MX
Mexico-1979,1979,18.56993675,7.997184277,Mexico,6.675889452,LAC,LAC 1979,0,dev,MX
Mexico-1980,1980,18.79747772,8.409089088,Mexico,6.356221789,LAC,LAC 1980,0,dev,MX
Mexico-1981,1981,18.67045403,9.806355476,Mexico,6.03491115,LAC,LAC 1981,0,dev,MX
Mexico-1982,1982,19.15493774,6.693574429,Mexico,-2.904683344,LAC,LAC 1982,0,dev,MX
Mexico-1983,1983,18.59844589,8.326100349,Mexico,-6.478121434,LAC,LAC 1983,0,dev,MX
Mexico-1984,1984,17.74438667,9.695221901,Mexico,1.41748301,LAC,LAC 1984,0,dev,MX
Mexico-1985,1985,17.96216202,8.849884987,Mexico,0.478953439,LAC,LAC 1985,0,dev,MX
Mexico-1986,1986,17.49965286,7.87416029,Mexico,-5.861155267,LAC,LAC 1986,0,dev,MX
Mexico-1987,1987,18.52753067,7.240525723,Mexico,-0.153013334,LAC,LAC 1987,0,dev,MX
Mexico-1988,1988,18.59629631,8.474457741,Mexico,-0.715744054,LAC,LAC 1988,0,dev,MX
Mexico-1989,1989,18.12262917,7.052000523,Mexico,2.193005626,LAC,LAC 1989,0,dev,MX
Mexico-1990,1990,18.11567688,8.073422432,Mexico,3.054719137,LAC,LAC 1990,0,dev,MX
Mexico-1991,1991,18.86158562,6.647123337,Mexico,2.270047756,LAC,LAC 1991,0,dev,MX
Mexico-1992,1992,18.44851494,7.929037094,Mexico,1.722703639,LAC,LAC 1992,0,dev,MX
Mexico-1993,1993,18.94265938,14.18799782,Mexico,0.113908255,LAC,LAC 1993,0,dev,MX
Mexico-1994,1994,19.30287552,7.671568394,Mexico,2.567730281,LAC,LAC 1994,0,dev,MX
Mexico-1995,1995,19.61227608,9.102377892,Mexico,-8.189882805,LAC,LAC 1995,0,dev,MX
Mexico-1996,1996,19.05170822,8.459654808,Mexico,3.459939434,LAC,LAC 1996,0,dev,MX
Mexico-1997,1997,18.9526825,6.310898304,Mexico,5.102162409,LAC,LAC 1997,0,dev,MX
Mexico-1998,1998,19.6531601,7.285616398,Mexico,3.389368043,LAC,LAC 1998,0,dev,MX
Mexico-1999,1999,18.96128464,7.52525425,Mexico,2.409933271,LAC,LAC 1999,0,dev,MX
Mexico-2000,2000,19.09088898,7.571604252,Mexico,4.972960769,LAC,LAC 2000,0,dev,MX
Mexico-2001,2001,18.82996941,7.413938522,Mexico,-1.201071977,LAC,LAC 2001,0,dev,MX
Mexico-2002,2002,19.11196899,10.98334122,Mexico,-0.190057512,LAC,LAC 2002,0,dev,MX
Mexico-2003,2003,19.36923981,22.97076988,Mexico,0.384052065,LAC,LAC 2003,0,dev,MX
Mongolia-1982,1982,-1.146406293,2.682120323,Mongolia,5.097145426,SEAS,SEAS 1982,1,dev 1982,MG
Mongolia-1983,1983,-1.412238598,2.698038816,Mongolia,2.885144917,SEAS,SEAS 1983,1,dev 1983,MG
Mongolia-1984,1984,-2.494214535,2.700439215,Mongolia,3.134756507,SEAS,SEAS 1984,1,dev 1984,MG
Mongolia-1985,1985,-2.353092909,2.207690239,Mongolia,3.096747686,SEAS,SEAS 1985,1,dev 1985,MG
Mongolia-1986,1986,-1.366032481,2.680122852,Mongolia,6.689382099,SEAS,SEAS 1986,1,dev 1986,MG
Mongolia-1987,1987,-1.670338273,2.202078819,Mongolia,1.334154671,SEAS,SEAS 1987,1,dev 1987,MG
Mongolia-1988,1988,-1.405685306,2.71857667,Mongolia,3.076811321,SEAS,SEAS 1988,1,dev 1988,MG
Mongolia-1989,1989,-0.574988902,1.927393794,Mongolia,2.279168489,SEAS,SEAS 1989,1,dev 1989,MG
Mongolia-1990,1990,-0.548397839,1.571801066,Mongolia,13.40226336,SEAS,SEAS 1990,1,dev 1990,MG
Mongolia-1991,1991,-1.325367212,1.076060057,Mongolia,-29.1070329,SEAS,SEAS 1991,1,dev 1991,MG
Mongolia-1992,1992,-0.856586576,2.078428507,Mongolia,-11.59401239,SEAS,SEAS 1992,1,dev 1992,MG
Mongolia-1993,1993,-1.735947967,1.966371179,Mongolia,-4.597655817,SEAS,SEAS 1993,1,dev 1993,MG
Mongolia-1994,1994,-0.532921672,2.002288342,Mongolia,0.798915782,SEAS,SEAS 1994,1,dev 1994,MG
Mongolia-1995,1995,-0.20996885,0.897387207,Mongolia,22.5601615,SEAS,SEAS 1995,1,dev 1995,MG
Mongolia-1996,1996,-1.313640356,1.164551377,Mongolia,1.043427778,SEAS,SEAS 1996,1,dev 1996,MG
Mongolia-1997,1997,-0.244692922,1.293436527,Mongolia,2.752774361,SEAS,SEAS 1997,1,dev 1997,MG
Mongolia-1998,1998,0.211648867,1.349582076,Mongolia,2.418357377,SEAS,SEAS 1998,1,dev 1998,MG
Mongolia-1999,1999,-0.216488644,1.918343067,Mongolia,2.226593868,SEAS,SEAS 1999,1,dev 1999,MG
Mongolia-2000,2000,-1.192156196,2.443770409,Mongolia,0.226812909,SEAS,SEAS 2000,1,dev 2000,MG
Mongolia-2001,2001,-0.727859378,2.038136244,Mongolia,0.071033287,SEAS,SEAS 2001,1,dev 2001,MG
Mongolia-2002,2002,-0.475767702,1.863293767,Mongolia,2.803066546,SEAS,SEAS 2002,1,dev 2002,MG
Mongolia-2003,2003,-1.169003129,2.51089859,Mongolia,4.156984941,SEAS,SEAS 2003,1,dev 2003,MG
Morocco-1961,1961,17.87405205,3.367612839,Morocco,-4.97781324,MENA,MENA 1961,1,dev 1961,MO
Morocco-1962,1962,17.12767601,5.381911755,Morocco,9.271598689,MENA,MENA 1962,1,dev 1962,MO
Morocco-1963,1963,16.75383377,7.333712578,Morocco,2.226345462,MENA,MENA 1963,1,dev 1963,MO
Morocco-1964,1964,16.95526123,4.243140697,Morocco,-1.244521774,MENA,MENA 1964,1,dev 1964,MO
Morocco-1965,1965,16.50167274,4.708352089,Morocco,-0.633431148,MENA,MENA 1965,1,dev 1965,MO
Morocco-1966,1966,16.91116905,3.025328159,Morocco,-4.0231301,MENA,MENA 1966,1,dev 1966,MO
Morocco-1967,1967,16.6049099,4.320154667,Morocco,7.034546945,MENA,MENA 1967,1,dev 1967,MO
Morocco-1968,1968,16.67761421,5.176988125,Morocco,6.909863733,MENA,MENA 1968,1,dev 1968,MO
Morocco-1969,1969,16.52578735,6.346538544,Morocco,5.508194405,MENA,MENA 1969,1,dev 1969,MO
Morocco-1970,1970,16.90819168,4.379189491,Morocco,2.083061553,MENA,MENA 1970,1,dev 1970,MO
Morocco-1971,1971,15.86348152,5.905603409,Morocco,2.923189901,MENA,MENA 1971,1,dev 1971,MO
Morocco-1972,1972,15.64838123,4.633263588,Morocco,-0.111263045,MENA,MENA 1972,1,dev 1972,MO
Morocco-1973,1973,16.45041275,3.741230726,Morocco,0.978157751,MENA,MENA 1973,1,dev 1973,MO
Morocco-1974,1974,16.13306999,3.668597937,Morocco,2.925804109,MENA,MENA 1974,1,dev 1974,MO
Morocco-1975,1975,16.33089828,3.919551611,Morocco,4.766937486,MENA,MENA 1975,1,dev 1975,MO
Morocco-1976,1976,16.06573105,5.353735447,Morocco,7.747919946,MENA,MENA 1976,1,dev 1976,MO
Morocco-1977,1977,16.43504524,4.288313866,Morocco,3.363420062,MENA,MENA 1977,1,dev 1977,MO
Morocco-1978,1978,16.81376076,4.297681332,Morocco,-0.311169362,MENA,MENA 1978,1,dev 1978,MO
Morocco-1979,1979,16.65069008,4.471625805,Morocco,2.163156453,MENA,MENA 1979,1,dev 1979,MO
Morocco-1980,1980,16.92531776,3.728201628,Morocco,1.058127044,MENA,MENA 1980,1,dev 1980,MO
Morocco-1981,1981,17.11416626,2.399235725,Morocco,-5.322539108,MENA,MENA 1981,1,dev 1981,MO
Morocco-1982,1982,16.5524044,4.307716846,Morocco,6.664822112,MENA,MENA 1982,1,dev 1982,MO
Morocco-1983,1983,17.32910156,3.563024759,Morocco,-2.632510165,MENA,MENA 1983,1,dev 1983,MO
Morocco-1984,1984,16.56120682,3.372935772,Morocco,2.171628947,MENA,MENA 1984,1,dev 1984,MO
Morocco-1985,1985,17.23311615,3.483090162,Morocco,4.059787233,MENA,MENA 1985,1,dev 1985,MO
Morocco-1986,1986,16.63135338,3.837956429,Morocco,5.899507749,MENA,MENA 1986,1,dev 1986,MO
Morocco-1987,1987,17.56471825,4.431667805,Morocco,-4.650967953,MENA,MENA 1987,1,dev 1987,MO
Morocco-1988,1988,17.06827164,3.979251623,Morocco,7.833832747,MENA,MENA 1988,1,dev 1988,MO
Morocco-1989,1989,17.52837372,5.000915051,Morocco,0.265729967,MENA,MENA 1989,1,dev 1989,MO
Morocco-1990,1990,17.49518204,3.830538511,Morocco,1.881869967,MENA,MENA 1990,1,dev 1990,MO
Morocco-1991,1991,16.5317421,4.588225842,Morocco,4.597194802,MENA,MENA 1991,1,dev 1991,MO
Morocco-1992,1992,16.79689217,3.097789288,Morocco,-6.187843742,MENA,MENA 1992,1,dev 1992,MO
Morocco-1993,1993,16.35232925,3.964132786,Morocco,-3.090769665,MENA,MENA 1993,1,dev 1993,MO
Morocco-1994,1994,17.2424202,3.070112944,Morocco,7.782643883,MENA,MENA 1994,1,dev 1994,MO
Morocco-1995,1995,17.83361244,3.473818064,Morocco,-7.953965343,MENA,MENA 1995,1,dev 1995,MO
Morocco-1996,1996,17.11813354,7.982911587,Morocco,10.37823676,MENA,MENA 1996,1,dev 1996,MO
Morocco-1997,1997,17.71935844,4.849517822,Morocco,-3.400989643,MENA,MENA 1997,1,dev 1997,MO
Morocco-1998,1998,17.55964279,2.759318829,Morocco,6.246463235,MENA,MENA 1998,1,dev 1998,MO
Morocco-1999,1999,17.06117058,3.505885363,Morocco,-1.227903855,MENA,MENA 1999,1,dev 1999,MO
Morocco-2000,2000,17.43219948,3.84656477,Morocco,-0.19605193,MENA,MENA 2000,1,dev 2000,MO
Morocco-2001,2001,17.96073723,3.362627506,Morocco,4.958481418,MENA,MENA 2001,1,dev 2001,MO
Morocco-2002,2002,17.67745972,5.154465675,Morocco,1.992224881,MENA,MENA 2002,1,dev 2002,MO
Morocco-2003,2003,17.82472801,4.771239281,Morocco,4.226474832,MENA,MENA 2003,1,dev 2003,MO
Mozambique-1981,1981,23.5871315,10.11106491,Mozambique,2.505750053,SSAF,SSAF 1981,1,dev 1981,MZ
Mozambique-1982,1982,23.77090073,9.737607956,Mozambique,-9.432670306,SSAF,SSAF 1982,1,dev 1982,MZ
Mozambique-1983,1983,24.50211334,8.279269218,Mozambique,-19.10748459,SSAF,SSAF 1983,1,dev 1983,MZ
Mozambique-1984,1984,23.82027817,10.41104984,Mozambique,-8.292151293,SSAF,SSAF 1984,1,dev 1984,MZ
Mozambique-1985,1985,23.76351547,10.67672634,Mozambique,-0.020517491,SSAF,SSAF 1985,1,dev 1985,MZ
Mozambique-1986,1986,23.79569817,10.61010361,Mozambique,-2.678910186,SSAF,SSAF 1986,1,dev 1986,MZ
Mozambique-1987,1987,24.53273773,7.935376167,Mozambique,13.88449646,SSAF,SSAF 1987,1,dev 1987,MZ
Mozambique-1988,1988,24.27561951,9.906579018,Mozambique,8.116221633,SSAF,SSAF 1988,1,dev 1988,MZ
Mozambique-1989,1989,23.89781189,11.25742149,Mozambique,5.971612558,SSAF,SSAF 1989,1,dev 1989,MZ
Mozambique-1990,1990,24.31752205,8.200458527,Mozambique,-0.314483963,SSAF,SSAF 1990,1,dev 1990,MZ
Mozambique-1991,1991,24.23124695,9.501672745,Mozambique,2.352154185,SSAF,SSAF 1991,1,dev 1991,MZ
Mozambique-1992,1992,24.99093628,6.841090679,Mozambique,-12.30478656,SSAF,SSAF 1992,1,dev 1992,MZ
Mozambique-1993,1993,24.61265564,9.612343788,Mozambique,2.797288439,SSAF,SSAF 1993,1,dev 1993,MZ
Mozambique-1994,1994,24.36521149,8.603431702,Mozambique,3.037806536,SSAF,SSAF 1994,1,dev 1994,MZ
Mozambique-1995,1995,24.86431313,8.877120972,Mozambique,-0.095698882,SSAF,SSAF 1995,1,dev 1995,MZ
Mozambique-1996,1996,24.34802246,10.27871037,Mozambique,3.676531599,SSAF,SSAF 1996,1,dev 1996,MZ
Mozambique-1997,1997,24.27866364,9.872418404,Mozambique,7.919300769,SSAF,SSAF 1997,1,dev 1997,MZ
Mozambique-1998,1998,24.87498283,8.348443031,Mozambique,9.562968853,SSAF,SSAF 1998,1,dev 1998,MZ
Mozambique-1999,1999,24.25426102,10.54862881,Mozambique,5.056500686,SSAF,SSAF 1999,1,dev 1999,MZ
Mozambique-2000,2000,24.18799591,10.41974068,Mozambique,-0.24646411,SSAF,SSAF 2000,1,dev 2000,MZ
Mozambique-2001,2001,24.60765076,8.790049553,Mozambique,10.18089181,SSAF,SSAF 2001,1,dev 2001,MZ
Mozambique-2002,2002,24.94449997,8.414946556,Mozambique,5.787213975,SSAF,SSAF 2002,1,dev 2002,MZ
Mozambique-2003,2003,24.90127945,9.422683716,Mozambique,5.611627058,SSAF,SSAF 2003,1,dev 2003,MZ
Nepal-1961,1961,20.10281754,16.35948563,Nepal,0.213069727,SEAS,SEAS 1961,1,dev 1961,NP
Nepal-1962,1962,19.97728348,16.24589729,Nepal,0.171271721,SEAS,SEAS 1962,1,dev 1962,NP
Nepal-1963,1963,20.04981995,16.98162079,Nepal,0.110481915,SEAS,SEAS 1963,1,dev 1963,NP
Nepal-1964,1964,20.27856827,17.20339775,Nepal,5.448044042,SEAS,SEAS 1964,1,dev 1964,NP
Nepal-1965,1965,19.84623528,14.58587265,Nepal,-3.072485525,SEAS,SEAS 1965,1,dev 1965,NP
Nepal-1966,1966,20.41368103,13.1463089,Nepal,4.894563557,SEAS,SEAS 1966,1,dev 1966,NP
Nepal-1967,1967,19.85922623,14.53616524,Nepal,-3.539094115,SEAS,SEAS 1967,1,dev 1967,NP
Nepal-1968,1968,19.7522068,14.61264801,Nepal,-1.325647721,SEAS,SEAS 1968,1,dev 1968,NP
Nepal-1969,1969,20.43307686,16.70053673,Nepal,2.326723132,SEAS,SEAS 1969,1,dev 1969,NP
Nepal-1970,1970,20.23993111,16.89498901,Nepal,0.46529795,SEAS,SEAS 1970,1,dev 1970,NP
Nepal-1971,1971,19.21062088,19.34169769,Nepal,-3.317114806,SEAS,SEAS 1971,1,dev 1971,NP
Nepal-1972,1972,19.92556572,14.20384026,Nepal,0.922302099,SEAS,SEAS 1972,1,dev 1972,NP
Nepal-1973,1973,19.9425602,18.68135643,Nepal,-2.65293696,SEAS,SEAS 1973,1,dev 1973,NP
Nepal-1974,1974,20.07204056,17.60547829,Nepal,3.94533705,SEAS,SEAS 1974,1,dev 1974,NP
Nepal-1975,1975,19.91773987,18.66924095,Nepal,-0.765177176,SEAS,SEAS 1975,1,dev 1975,NP
Nepal-1976,1976,19.98192596,16.10491371,Nepal,2.08037284,SEAS,SEAS 1976,1,dev 1976,NP
Nepal-1977,1977,20.00161552,14.83554077,Nepal,0.735787991,SEAS,SEAS 1977,1,dev 1977,NP
Nepal-1978,1978,19.63001633,17.81356621,Nepal,2.063550635,SEAS,SEAS 1978,1,dev 1978,NP
Nepal-1979,1979,20.59254265,15.91059971,Nepal,0.082543308,SEAS,SEAS 1979,1,dev 1979,NP
Nepal-1980,1980,20.26951027,15.38750076,Nepal,-4.615782838,SEAS,SEAS 1980,1,dev 1980,NP
Nepal-1981,1981,20.10072708,16.73927498,Nepal,5.731185418,SEAS,SEAS 1981,1,dev 1981,NP
Nepal-1982,1982,20.06739807,14.89853859,Nepal,1.416984511,SEAS,SEAS 1982,1,dev 1982,NP
Nepal-1983,1983,19.81550789,16.7790432,Nepal,-5.322936621,SEAS,SEAS 1983,1,dev 1983,NP
Nepal-1984,1984,20.24192619,18.76257133,Nepal,6.937789859,SEAS,SEAS 1984,1,dev 1984,NP
Nepal-1985,1985,20.62766457,18.69709206,Nepal,3.6597048,SEAS,SEAS 1985,1,dev 1985,NP
Nepal-1986,1986,20.07911682,15.93956566,Nepal,2.165819843,SEAS,SEAS 1986,1,dev 1986,NP
Nepal-1987,1987,20.46108055,18.43634605,Nepal,-0.617017007,SEAS,SEAS 1987,1,dev 1987,NP
Nepal-1988,1988,20.74693871,17.7414856,Nepal,4.894557972,SEAS,SEAS 1988,1,dev 1988,NP
Nepal-1989,1989,19.79956627,16.26569748,Nepal,1.930526455,SEAS,SEAS 1989,1,dev 1989,NP
Nepal-1990,1990,20.37445259,17.75464249,Nepal,1.953226791,SEAS,SEAS 1990,1,dev 1990,NP
Nepal-1991,1991,19.89463234,15.75860786,Nepal,3.947156629,SEAS,SEAS 1991,1,dev 1991,NP
Nepal-1992,1992,20.05755615,11.45374775,Nepal,1.721545909,SEAS,SEAS 1992,1,dev 1992,NP
Nepal-1993,1993,20.22863197,13.73055077,Nepal,0.888783193,SEAS,SEAS 1993,1,dev 1993,NP
Nepal-1994,1994,20.36689568,13.88043308,Nepal,5.677027069,SEAS,SEAS 1994,1,dev 1994,NP
Nepal-1995,1995,20.38719749,15.11700726,Nepal,0.740105108,SEAS,SEAS 1995,1,dev 1995,NP
Nepal-1996,1996,20.55956459,14.46188641,Nepal,2.722150702,SEAS,SEAS 1996,1,dev 1996,NP
Nepal-1997,1997,19.87558174,14.07199192,Nepal,2.682615329,SEAS,SEAS 1997,1,dev 1997,NP
Nepal-1998,1998,20.88499641,15.21807957,Nepal,0.501378139,SEAS,SEAS 1998,1,dev 1998,NP
Nepal-1999,1999,21.06910324,14.79524326,Nepal,2.057528925,SEAS,SEAS 1999,1,dev 1999,NP
